date,treatment,station,measurement,observations,mean_value,min_value,max_value
2024-05-01,agrivoltaic,PV,irradiance,283,160.2162544169611,0.0,708.0
2024-05-01,agrivoltaic,SS,humidity,281,6.561921708185054,3.75,44.5
2024-05-01,agrivoltaic,SS,temperature,279,33.885448028673835,30.97,40.3
2024-05-01,agrivoltaic,TI,humidity,94,61.110638297872335,34.2,72.5
2024-05-01,agrivoltaic,TI,temperature,93,33.29032258064516,17.4,39.9
2024-05-01,ambient,,humidity,93,61.7536559139785,4.29,72.8
2024-05-01,ambient,,temperature,93,32.94440860215054,29.8,38.2
2024-05-01,ground_mounted_pv,PV,irradiance,93,152.59139784946237,0.0,677.0
2024-05-01,open_sun_control,SS,humidity,233,4.0368240343347646,3.36,32.42
2024-05-01,open_sun_control,SS,temperature,233,33.687210300429186,12.63,43.92
2024-05-01,open_sun_control,TI,humidity,188,60.344148936170214,31.0,75.3
2024-05-01,open_sun_control,TI,temperature,187,33.90213903743315,29.0,42.0
2024-05-02,agrivoltaic,PV,irradiance,864,177.88657407407408,0.0,901.0
2024-05-02,agrivoltaic,PV,temperature,371,15.957951482479784,11.2,22.7
2024-05-02,agrivoltaic,SS,humidity,864,6.1153125,3.75,10.3
2024-05-02,agrivoltaic,SS,temperature,864,33.556921296296295,30.3,41.02
2024-05-02,agrivoltaic,TI,humidity,288,61.09305555555555,39.7,73.5
2024-05-02,agrivoltaic,TI,temperature,288,32.993750000000006,29.2,40.0
2024-05-02,ambient,,humidity,288,61.28923611111111,42.2,74.0
2024-05-02,ambient,,temperature,288,32.544444444444444,28.9,38.3
2024-05-02,ground_mounted_pv,PV,irradiance,288,174.53125,0.0,876.0
2024-05-02,open_sun_control,SS,humidity,670,6.3553582089552245,3.28,14.18
2024-05-02,open_sun_control,SS,temperature,670,32.906253731343284,27.55,50.11
2024-05-02,open_sun_control,TI,humidity,576,59.55850694444444,33.1,75.1
2024-05-02,open_sun_control,TI,temperature,576,33.627604166666664,28.6,44.9
2024-05-03,agrivoltaic,PV,irradiance,864,229.16666666666666,0.0,978.0
2024-05-03,agrivoltaic,PV,temperature,222,22.51306306306306,19.4,25.7
2024-05-03,agrivoltaic,SS,humidity,864,6.089155092592592,3.62,10.47
2024-05-03,agrivoltaic,SS,temperature,864,34.81670138888889,30.18,44.09
2024-05-03,agrivoltaic,TI,humidity,288,56.96458333333333,28.5,77.3
2024-05-03,agrivoltaic,TI,temperature,288,34.91493055555556,29.1,47.3
2024-05-03,ambient,,humidity,288,57.503125000000004,35.0,77.6
2024-05-03,ambient,,temperature,288,34.19756944444444,29.0,41.5
2024-05-03,ground_mounted_pv,PV,irradiance,288,222.875,0.0,957.0
2024-05-03,ground_mounted_pv,PV,temperature,73,22.498630136986304,19.8,25.3
2024-05-03,open_sun_control,SS,humidity,576,4.26078125,3.23,6.05
2024-05-03,open_sun_control,SS,temperature,576,36.080104166666665,28.28,53.94
2024-05-03,open_sun_control,TI,humidity,576,55.439062500000006,28.4,79.7
2024-05-03,open_sun_control,TI,temperature,576,35.56805555555556,28.1,46.9
2024-05-04,agrivoltaic,PV,irradiance,864,259.59606481481484,0.0,988.0
2024-05-04,agrivoltaic,PV,temperature,217,22.938248847926268,20.0,26.1
2024-05-04,agrivoltaic,SS,humidity,864,5.954201388888889,3.62,10.3
2024-05-04,agrivoltaic,SS,temperature,864,35.27005787037037,30.49,45.11
2024-05-04,agrivoltaic,TI,humidity,288,53.5,27.8,73.3
2024-05-04,agrivoltaic,TI,temperature,288,35.27326388888889,28.8,47.0
2024-05-04,ambient,,humidity,288,54.56388888888889,35.2,73.5
2024-05-04,ambient,,temperature,288,34.32048611111111,28.6,41.7
2024-05-04,ground_mounted_pv,PV,irradiance,288,250.86111111111111,0.0,970.0
2024-05-04,ground_mounted_pv,PV,temperature,67,22.580597014925374,20.2,25.4
2024-05-04,open_sun_control,SS,humidity,607,3.7922570016474464,3.13,4.51
2024-05-04,open_sun_control,SS,temperature,607,37.065304777594726,29.3,56.99
2024-05-04,open_sun_control,TI,humidity,576,51.84375,27.5,76.5
2024-05-04,open_sun_control,TI,temperature,576,36.197048611111114,27.7,48.2
2024-05-05,agrivoltaic,PV,irradiance,864,224.00578703703704,0.0,971.0
2024-05-05,agrivoltaic,PV,temperature,178,21.680898876404495,20.0,25.1
2024-05-05,agrivoltaic,SS,humidity,864,5.860717592592592,3.62,10.1
2024-05-05,agrivoltaic,SS,temperature,864,35.37820601851852,31.21,44.09
2024-05-05,agrivoltaic,TI,humidity,288,54.75416666666667,30.3,70.8
2024-05-05,agrivoltaic,TI,temperature,288,35.30243055555556,29.7,47.2
2024-05-05,ambient,,humidity,288,55.62638888888889,38.1,71.0
2024-05-05,ambient,,temperature,288,34.553124999999994,29.5,41.0
2024-05-05,ground_mounted_pv,PV,irradiance,288,214.10416666666666,0.0,931.0
2024-05-05,ground_mounted_pv,PV,temperature,49,21.397959183673468,20.1,24.5
2024-05-05,open_sun_control,SS,humidity,673,3.640282317979197,3.13,4.51
2024-05-05,open_sun_control,SS,temperature,673,36.834309063893016,30.08,53.06
2024-05-05,open_sun_control,TI,humidity,576,52.777430555555554,28.9,73.5
2024-05-05,open_sun_control,TI,temperature,576,36.27256944444444,28.8,47.9
2024-05-06,agrivoltaic,PV,irradiance,864,223.34953703703704,0.0,975.0
2024-05-06,agrivoltaic,PV,temperature,142,21.718309859154928,19.2,23.5
2024-05-06,agrivoltaic,SS,humidity,864,5.75125,3.59,9.77
2024-05-06,agrivoltaic,SS,temperature,864,35.082453703703706,31.34,41.84
2024-05-06,agrivoltaic,TI,humidity,288,55.65416666666667,34.4,74.5
2024-05-06,agrivoltaic,TI,temperature,288,34.67465277777777,29.7,43.9
2024-05-06,ambient,,humidity,288,55.903819444444444,37.9,74.6
2024-05-06,ambient,,temperature,288,34.22986111111111,29.5,40.6
2024-05-06,ground_mounted_pv,PV,irradiance,288,214.75694444444446,0.0,944.0
2024-05-06,ground_mounted_pv,PV,temperature,46,21.871739130434783,19.7,23.9
2024-05-06,open_sun_control,SS,humidity,708,3.5567514124293784,3.13,4.16
2024-05-06,open_sun_control,SS,temperature,708,36.457612994350285,30.47,53.77
2024-05-06,open_sun_control,TI,humidity,576,53.25451388888889,29.9,75.5
2024-05-06,open_sun_control,TI,temperature,576,35.740451388888886,29.3,46.3
2024-05-07,agrivoltaic,PV,irradiance,864,231.42939814814815,0.0,999.0
2024-05-07,agrivoltaic,PV,temperature,243,22.828395061728397,19.6,26.2
2024-05-07,agrivoltaic,SS,humidity,864,5.6451620370370375,3.52,9.77
2024-05-07,agrivoltaic,SS,temperature,864,35.07431712962963,30.18,45.09
2024-05-07,agrivoltaic,TI,humidity,288,51.280208333333334,25.4,78.3
2024-05-07,agrivoltaic,TI,temperature,288,34.58472222222222,27.8,48.2
2024-05-07,ambient,,humidity,288,51.80451388888889,33.3,79.7
2024-05-07,ambient,,temperature,288,33.81909722222222,27.3,40.6
2024-05-07,ground_mounted_pv,PV,irradiance,288,224.35069444444446,0.0,968.0
2024-05-07,ground_mounted_pv,PV,temperature,85,22.58235294117647,19.4,25.5
2024-05-07,open_sun_control,SS,humidity,743,3.508600269179004,3.0,4.16
2024-05-07,open_sun_control,SS,temperature,743,36.48278600269179,29.62,56.47
2024-05-07,open_sun_control,TI,humidity,576,50.13159722222222,27.2,78.3
2024-05-07,open_sun_control,TI,temperature,576,35.14409722222222,27.6,46.4
2024-05-08,agrivoltaic,PV,irradiance,864,244.36111111111111,0.0,963.0
2024-05-08,agrivoltaic,PV,temperature,324,20.392283950617283,9.8,27.4
2024-05-08,agrivoltaic,SS,humidity,864,6.8230208333333335,3.39,19.87
2024-05-08,agrivoltaic,SS,temperature,864,34.371874999999996,27.01,46.29
2024-05-08,agrivoltaic,TI,humidity,288,55.752430555555556,21.8,95.2
2024-05-08,agrivoltaic,TI,temperature,288,34.138888888888886,23.2,51.5
2024-05-08,ambient,,humidity,288,54.53055555555555,29.2,81.5
2024-05-08,ambient,,temperature,288,33.50694444444444,26.2,43.4
2024-05-08,ground_mounted_pv,PV,irradiance,288,237.95486111111111,0.0,920.0
2024-05-08,ground_mounted_pv,PV,temperature,77,23.42207792207792,18.8,26.7
2024-05-08,open_sun_control,SS,humidity,740,6.145986486486486,2.97,23.55
2024-05-08,open_sun_control,SS,temperature,740,35.467175675675676,25.42,59.41
2024-05-08,open_sun_control,TI,humidity,576,56.769444444444446,23.8,98.6
2024-05-08,open_sun_control,TI,temperature,576,34.66180555555556,22.4,49.7
2024-05-09,agrivoltaic,PV,irradiance,864,191.31944444444446,0.0,1226.0
2024-05-09,agrivoltaic,PV,temperature,93,23.102150537634408,19.3,27.5
2024-05-09,agrivoltaic,SS,humidity,864,10.863043981481482,4.21,16.07
2024-05-09,agrivoltaic,SS,temperature,864,29.017152777777778,25.17,37.02
2024-05-09,agrivoltaic,TI,humidity,288,63.83506944444444,34.5,83.9
2024-05-09,agrivoltaic,TI,temperature,288,31.382291666666667,25.7,40.6
2024-05-09,ambient,,humidity,288,62.25868055555556,33.5,82.2
2024-05-09,ambient,,temperature,288,31.16597222222222,25.4,39.4
2024-05-09,ground_mounted_pv,PV,irradiance,288,185.88541666666666,0.0,1164.0
2024-05-09,ground_mounted_pv,PV,temperature,288,14.514583333333333,10.1,26.7
2024-05-09,open_sun_control,SS,humidity,787,10.710495552731894,4.62,15.76
2024-05-09,open_sun_control,SS,temperature,787,29.234142312579415,24.84,38.94
2024-05-09,open_sun_control,TI,humidity,576,66.1626736111111,31.4,98.8
2024-05-09,open_sun_control,TI,temperature,576,31.505208333333332,24.7,44.2
2024-05-10,agrivoltaic,PV,irradiance,864,215.00462962962962,0.0,1035.0
2024-05-10,agrivoltaic,PV,temperature,130,21.47076923076923,19.4,25.1
2024-05-10,agrivoltaic,SS,humidity,864,9.305474537037037,4.08,13.66
2024-05-10,agrivoltaic,SS,temperature,864,31.46800925925926,27.57,37.4
2024-05-10,agrivoltaic,TI,humidity,288,63.35902777777778,43.6,80.4
2024-05-10,agrivoltaic,TI,temperature,288,33.27291666666667,28.7,39.8
2024-05-10,ambient,,humidity,288,62.962500000000006,44.3,79.9
2024-05-10,ambient,,temperature,288,32.916666666666664,28.6,38.7
2024-05-10,ground_mounted_pv,PV,irradiance,288,206.80555555555554,0.0,1013.0
2024-05-10,ground_mounted_pv,PV,temperature,37,21.25135135135135,20.0,24.6
2024-05-10,open_sun_control,SS,humidity,749,7.010440587449933,4.0,9.82
2024-05-10,open_sun_control,SS,temperature,749,32.564339118825096,27.35,44.02
2024-05-10,open_sun_control,TI,humidity,576,61.50555555555555,35.4,82.2
2024-05-10,open_sun_control,TI,temperature,576,34.072916666666664,27.9,45.9
2024-05-11,agrivoltaic,PV,irradiance,864,218.2314814814815,0.0,1059.0
2024-05-11,agrivoltaic,PV,temperature,399,16.85513784461153,11.1,24.0
2024-05-11,agrivoltaic,SS,humidity,864,8.428842592592591,3.75,13.2
2024-05-11,agrivoltaic,SS,temperature,864,32.93221064814815,28.31,41.79
2024-05-11,agrivoltaic,TI,humidity,288,58.762499999999996,33.3,77.6
2024-05-11,agrivoltaic,TI,temperature,288,33.909375,28.9,45.1
2024-05-11,ambient,,humidity,288,59.01076388888888,39.8,77.7
2024-05-11,ambient,,temperature,288,33.294444444444444,28.6,39.8
2024-05-11,ground_mounted_pv,PV,irradiance,288,208.44791666666666,0.0,1035.0
2024-05-11,ground_mounted_pv,PV,temperature,70,21.662857142857145,19.4,24.3
2024-05-11,open_sun_control,SS,humidity,744,5.442567204301075,3.75,7.32
2024-05-11,open_sun_control,SS,temperature,744,33.98577956989247,28.06,44.59
2024-05-11,open_sun_control,TI,humidity,576,56.99427083333333,34.3,81.3
2024-05-11,open_sun_control,TI,temperature,576,34.71736111111111,28.1,44.6
2024-05-12,agrivoltaic,PV,irradiance,864,183.9189814814815,0.0,1103.0
2024-05-12,agrivoltaic,PV,temperature,356,15.623033707865169,10.3,23.8
2024-05-12,agrivoltaic,SS,humidity,864,7.557233796296296,3.67,12.54
2024-05-12,agrivoltaic,SS,temperature,864,32.7634375,28.18,43.01
2024-05-12,agrivoltaic,TI,humidity,288,53.394444444444446,29.1,65.9
2024-05-12,agrivoltaic,TI,temperature,288,33.02256944444444,27.6,46.3
2024-05-12,ambient,,humidity,288,53.78993055555556,37.7,65.6
2024-05-12,ambient,,temperature,288,32.302083333333336,27.4,39.5
2024-05-12,ground_mounted_pv,PV,irradiance,288,177.49652777777777,0.0,1025.0
2024-05-12,ground_mounted_pv,PV,temperature,57,21.729824561403507,20.0,25.2
2024-05-12,open_sun_control,SS,humidity,762,4.394895013123359,3.7,5.32
2024-05-12,open_sun_control,SS,temperature,761,33.53809461235217,28.13,45.59
2024-05-12,open_sun_control,TI,humidity,576,52.083333333333336,31.9,68.3
2024-05-12,open_sun_control,TI,temperature,576,33.64913194444445,26.9,44.0
2024-05-13,agrivoltaic,PV,irradiance,861,133.45528455284554,0.0,889.0
2024-05-13,agrivoltaic,PV,temperature,29,21.010344827586206,20.0,22.7
2024-05-13,agrivoltaic,SS,humidity,837,10.247634408602151,3.39,16.03
2024-05-13,agrivoltaic,SS,temperature,837,29.05700119474313,24.59,35.65
2024-05-13,agrivoltaic,TI,humidity,279,77.08458781362006,46.1,96.0
2024-05-13,agrivoltaic,TI,temperature,279,29.01541218637993,23.6,37.7
2024-05-13,ambient,,humidity,279,75.72831541218638,50.1,92.1
2024-05-13,ambient,,temperature,279,28.76415770609319,23.8,34.5
2024-05-13,ground_mounted_pv,PV,irradiance,279,133.20071684587813,0.0,880.0
2024-05-13,ground_mounted_pv,PV,temperature,221,14.910859728506788,11.6,25.8
2024-05-13,open_sun_control,SS,humidity,834,8.209424460431654,3.75,13.09
2024-05-13,open_sun_control,SS,temperature,834,28.65124700239808,24.54,35.46
2024-05-13,open_sun_control,TI,humidity,566,81.15,47.9,98.2
2024-05-13,open_sun_control,TI,temperature,566,28.464840989399296,23.0,37.7
2024-05-14,agrivoltaic,PV,irradiance,864,225.71875,0.0,1076.0
2024-05-14,agrivoltaic,PV,temperature,186,22.062365591397853,19.6,25.8
2024-05-14,agrivoltaic,SS,humidity,864,10.051215277777779,3.75,14.9
2024-05-14,agrivoltaic,SS,temperature,864,30.888657407407408,26.69,41.16
2024-05-14,agrivoltaic,TI,humidity,288,66.80000000000001,37.4,85.7
2024-05-14,agrivoltaic,TI,temperature,288,32.1125,27.0,42.9
2024-05-14,ambient,,humidity,288,66.55625,40.9,85.4
2024-05-14,ambient,,temperature,288,31.581944444444446,26.9,39.0
2024-05-14,ground_mounted_pv,PV,irradiance,288,216.96875,0.0,1026.0
2024-05-14,ground_mounted_pv,PV,temperature,72,22.306944444444444,20.1,25.9
2024-05-14,open_sun_control,SS,humidity,801,6.8275905118601745,3.98,9.4
2024-05-14,open_sun_control,SS,temperature,801,31.64305867665418,26.24,43.79
2024-05-14,open_sun_control,TI,humidity,576,64.73229166666667,35.5,88.3
2024-05-14,open_sun_control,TI,temperature,576,32.70086805555556,26.4,43.3
2024-05-15,agrivoltaic,PV,irradiance,864,222.62615740740742,0.0,1157.0
2024-05-15,agrivoltaic,PV,temperature,159,21.80566037735849,19.8,25.6
2024-05-15,agrivoltaic,SS,humidity,864,9.218402777777778,3.59,18.94
2024-05-15,agrivoltaic,SS,temperature,864,32.09097222222222,27.89,39.51
2024-05-15,agrivoltaic,TI,humidity,288,62.14340277777777,38.4,94.9
2024-05-15,agrivoltaic,TI,temperature,288,32.979166666666664,26.0,40.8
2024-05-15,ambient,,humidity,288,60.884027777777774,39.5,85.7
2024-05-15,ambient,,temperature,288,32.63923611111111,27.0,39.9
2024-05-15,ground_mounted_pv,PV,irradiance,288,212.70833333333334,0.0,1109.0
2024-05-15,ground_mounted_pv,PV,temperature,98,23.832653061224487,20.0,37.0
2024-05-15,open_sun_control,SS,humidity,831,5.537509025270758,3.77,12.94
2024-05-15,open_sun_control,SS,temperature,831,34.2185559566787,27.69,46.9
2024-05-15,open_sun_control,TI,humidity,576,59.75034722222222,32.9,97.3
2024-05-15,open_sun_control,TI,temperature,576,34.02395833333333,25.3,44.9
2024-05-16,agrivoltaic,PV,irradiance,864,151.3148148148148,0.0,1064.0
2024-05-16,agrivoltaic,PV,temperature,34,21.620588235294118,20.0,25.3
2024-05-16,agrivoltaic,SS,humidity,864,10.523634259259259,3.59,15.76
2024-05-16,agrivoltaic,SS,temperature,864,28.135127314814813,25.04,37.76
2024-05-16,agrivoltaic,TI,humidity,288,73.43020833333334,47.8,90.3
2024-05-16,agrivoltaic,TI,temperature,288,28.441319444444446,23.9,37.1
2024-05-16,ambient,,humidity,288,72.21666666666667,50.9,90.9
2024-05-16,ambient,,temperature,288,28.121180555555554,23.6,34.8
2024-05-16,ground_mounted_pv,PV,irradiance,288,146.07986111111111,0.0,965.0
2024-05-16,ground_mounted_pv,PV,temperature,22,21.740909090909092,20.1,25.7
2024-05-16,open_sun_control,SS,humidity,860,7.460348837209302,4.0,10.7
2024-05-16,open_sun_control,SS,temperature,860,28.380476744186044,24.67,36.49
2024-05-16,open_sun_control,TI,humidity,576,75.69097222222223,44.2,97.0
2024-05-16,open_sun_control,TI,temperature,576,28.52152777777778,23.3,39.8
2024-05-17,agrivoltaic,PV,irradiance,864,201.59259259259258,0.0,1020.0
2024-05-17,agrivoltaic,PV,temperature,157,21.812101910828027,19.9,24.6
2024-05-17,agrivoltaic,SS,humidity,864,9.764837962962963,3.62,14.39
2024-05-17,agrivoltaic,SS,temperature,864,28.92820601851852,24.54,38.22
2024-05-17,agrivoltaic,TI,humidity,288,70.39652777777778,41.2,90.1
2024-05-17,agrivoltaic,TI,temperature,288,29.663541666666667,24.2,37.4
2024-05-17,ambient,,humidity,288,70.21701388888889,43.0,90.6
2024-05-17,ambient,,temperature,288,29.126388888888886,23.7,35.8
2024-05-17,ground_mounted_pv,PV,irradiance,288,196.86458333333334,0.0,960.0
2024-05-17,ground_mounted_pv,PV,temperature,53,22.00754716981132,20.1,24.6
2024-05-17,open_sun_control,SS,humidity,798,5.3985714285714295,3.77,7.2
2024-05-17,open_sun_control,SS,temperature,798,30.134749373433582,24.32,43.62
2024-05-17,open_sun_control,TI,humidity,576,67.6734375,34.9,92.4
2024-05-17,open_sun_control,TI,temperature,576,30.556770833333335,23.7,42.0
2024-05-18,agrivoltaic,PV,irradiance,812,212.5307881773399,0.0,915.0
2024-05-18,agrivoltaic,PV,temperature,318,18.55817610062893,11.4,24.9
2024-05-18,agrivoltaic,SS,humidity,786,8.8337786259542,3.62,13.66
2024-05-18,agrivoltaic,SS,temperature,786,32.10254452926208,27.18,41.74
2024-05-18,agrivoltaic,TI,humidity,454,37.40088105726872,0.0,87.4
2024-05-18,agrivoltaic,TI,temperature,262,32.9324427480916,27.3,40.6
2024-05-18,ambient,,humidity,262,64.60458015267176,40.2,88.0
2024-05-18,ambient,,rainfall,192,0.0,0.0,0.0
2024-05-18,ambient,,temperature,262,32.5030534351145,27.1,39.1
2024-05-18,ground_mounted_pv,PV,irradiance,262,210.45038167938932,0.0,876.0
2024-05-18,ground_mounted_pv,PV,temperature,93,24.822580645161292,20.0,33.1
2024-05-18,open_sun_control,SS,humidity,689,4.298548621190131,3.67,5.07
2024-05-18,open_sun_control,SS,temperature,689,34.0689114658926,27.33,48.47
2024-05-18,open_sun_control,TI,humidity,524,61.025763358778626,31.7,87.4
2024-05-18,open_sun_control,TI,temperature,524,34.23835877862596,26.7,45.6
2024-05-19,agrivoltaic,PV,irradiance,864,205.99305555555554,0.0,1029.0
2024-05-19,agrivoltaic,PV,temperature,77,21.26883116883117,20.0,23.0
2024-05-19,agrivoltaic,SS,humidity,864,8.049293981481481,3.62,12.9
2024-05-19,agrivoltaic,SS,temperature,864,32.49920138888889,28.31,40.9
2024-05-19,agrivoltaic,TI,humidity,288,66.67847222222223,41.8,85.9
2024-05-19,agrivoltaic,TI,temperature,288,32.68541666666667,27.9,41.1
2024-05-19,ambient,,humidity,288,67.478125,49.3,86.5
2024-05-19,ambient,,temperature,288,32.02534722222222,27.7,37.2
2024-05-19,ground_mounted_pv,PV,irradiance,288,195.74305555555554,0.0,997.0
2024-05-19,ground_mounted_pv,PV,temperature,165,38.02363636363636,20.0,48.9
2024-05-19,open_sun_control,SS,humidity,755,3.9520132450331125,3.59,4.46
2024-05-19,open_sun_control,SS,temperature,755,34.344609271523176,28.4,49.72
2024-05-19,open_sun_control,TI,humidity,576,62.49982638888889,37.1,85.7
2024-05-19,open_sun_control,TI,temperature,576,33.811458333333334,27.4,44.4
2024-05-20,agrivoltaic,PV,irradiance,864,250.02546296296296,0.0,980.0
2024-05-20,agrivoltaic,PV,temperature,187,22.202139037433156,20.0,25.0
2024-05-20,agrivoltaic,SS,humidity,864,7.415868055555556,3.59,12.48
2024-05-20,agrivoltaic,SS,temperature,864,33.68716435185185,28.89,43.3
2024-05-20,agrivoltaic,TI,humidity,288,60.38680555555556,33.5,81.3
2024-05-20,agrivoltaic,TI,temperature,288,34.07604166666667,28.6,45.7
2024-05-20,ambient,,humidity,288,60.885416666666664,41.0,81.7
2024-05-20,ambient,,temperature,288,33.377430555555556,28.4,39.6
2024-05-20,ground_mounted_pv,PV,irradiance,288,234.91666666666666,0.0,954.0
2024-05-20,ground_mounted_pv,PV,temperature,208,31.428365384615386,20.1,48.1
2024-05-20,open_sun_control,SS,humidity,751,3.801478029294274,3.44,4.29
2024-05-20,open_sun_control,SS,temperature,751,35.99079893475366,28.74,55.0
2024-05-20,open_sun_control,TI,humidity,576,56.60798611111111,30.6,81.7
2024-05-20,open_sun_control,TI,temperature,576,35.39635416666667,27.5,47.0
2024-05-21,agrivoltaic,PV,irradiance,864,242.91319444444446,0.0,991.0
2024-05-21,agrivoltaic,PV,temperature,187,21.74010695187166,19.8,24.4
2024-05-21,agrivoltaic,SS,humidity,864,6.869803240740741,3.52,11.85
2024-05-21,agrivoltaic,SS,temperature,864,34.368171296296296,29.72,44.16
2024-05-21,agrivoltaic,TI,humidity,288,60.28333333333333,34.5,77.8
2024-05-21,agrivoltaic,TI,temperature,288,34.192708333333336,29.0,44.9
2024-05-21,ambient,,humidity,288,61.378125000000004,42.7,77.5
2024-05-21,ambient,,temperature,288,33.325694444444444,28.9,39.1
2024-05-21,ground_mounted_pv,PV,irradiance,288,227.38888888888889,0.0,965.0
2024-05-21,ground_mounted_pv,PV,temperature,101,47.943564356435644,23.1,58.8
2024-05-21,open_sun_control,SS,humidity,758,3.6655408970976255,3.28,4.16
2024-05-21,open_sun_control,SS,temperature,758,36.356926121372034,29.28,53.8
2024-05-21,open_sun_control,TI,humidity,576,57.18368055555556,32.2,80.5
2024-05-21,open_sun_control,TI,temperature,576,35.37447916666667,27.6,46.5
2024-05-22,agrivoltaic,PV,irradiance,864,161.75578703703704,0.0,958.0
2024-05-22,agrivoltaic,PV,temperature,51,20.941176470588236,20.0,23.4
2024-05-22,agrivoltaic,SS,humidity,864,8.594259259259259,3.52,20.24
2024-05-22,agrivoltaic,SS,temperature,864,31.360949074074075,26.29,39.61
2024-05-22,agrivoltaic,TI,humidity,197,65.63451776649747,43.2,96.2
2024-05-22,agrivoltaic,TI,temperature,197,33.16446700507614,23.6,40.0
2024-05-22,ambient,,humidity,288,71.71527777777777,45.3,89.7
2024-05-22,ambient,,temperature,288,30.177083333333332,23.7,37.9
2024-05-22,ground_mounted_pv,PV,irradiance,288,155.82986111111111,0.0,931.0
2024-05-22,open_sun_control,SS,humidity,797,7.571380175658721,3.28,20.04
2024-05-22,open_sun_control,SS,temperature,797,32.31992471769134,25.69,48.03
2024-05-22,open_sun_control,TI,humidity,576,72.31215277777778,33.1,97.4
2024-05-22,open_sun_control,TI,temperature,576,31.292187499999997,22.7,45.5
2024-05-23,agrivoltaic,PV,irradiance,846,252.24113475177305,0.0,1266.0
2024-05-23,agrivoltaic,PV,temperature,360,15.355277777777777,9.2,22.7
2024-05-23,agrivoltaic,SS,humidity,834,11.403201438848921,5.15,16.24
2024-05-23,agrivoltaic,SS,temperature,834,28.681498800959233,25.22,36.78
2024-05-23,agrivoltaic,TI,humidity,250,66.482,37.8,94.0
2024-05-23,agrivoltaic,TI,temperature,250,30.994799999999998,24.2,40.1
2024-05-23,ambient,,humidity,270,65.7825925925926,41.7,90.1
2024-05-23,ambient,,temperature,270,30.426296296296297,24.6,36.8
2024-05-23,ground_mounted_pv,PV,irradiance,270,247.95555555555555,0.0,1105.0
2024-05-23,ground_mounted_pv,PV,temperature,56,21.59642857142857,19.9,25.9
2024-05-23,open_sun_control,SS,humidity,760,10.625013157894736,4.77,14.44
2024-05-23,open_sun_control,SS,temperature,760,29.48532894736842,24.79,37.81
2024-05-23,open_sun_control,TI,humidity,552,66.28858695652174,34.8,97.1
2024-05-23,open_sun_control,TI,temperature,552,31.39673913043478,23.7,43.0
2024-05-24,agrivoltaic,PV,irradiance,861,265.91289198606273,0.0,949.0
2024-05-24,agrivoltaic,PV,temperature,150,21.054,19.8,22.6
2024-05-24,agrivoltaic,SS,humidity,825,9.786254545454545,4.82,13.77
2024-05-24,agrivoltaic,SS,temperature,825,30.884945454545456,26.02,40.66
2024-05-24,agrivoltaic,TI,humidity,275,62.21672727272727,36.7,86.5
2024-05-24,agrivoltaic,TI,temperature,275,32.42945454545455,25.8,41.8
2024-05-24,ambient,,humidity,275,61.20399999999999,40.2,84.8
2024-05-24,ambient,,rainfall,225,0.0,0.0,0.0
2024-05-24,ambient,,temperature,275,32.11127272727273,26.0,38.2
2024-05-24,ground_mounted_pv,PV,irradiance,275,263.76,0.0,908.0
2024-05-24,ground_mounted_pv,PV,temperature,29,20.46206896551724,19.8,21.8
2024-05-24,open_sun_control,SS,humidity,771,6.537224383916991,3.9,9.44
2024-05-24,open_sun_control,SS,temperature,771,32.18387808041505,25.54,43.52
2024-05-24,open_sun_control,TI,humidity,562,59.968505338078295,33.6,88.4
2024-05-24,open_sun_control,TI,temperature,562,33.246797153024914,24.8,43.4
2024-05-25,agrivoltaic,PV,irradiance,855,84.57543859649122,0.0,542.0
2024-05-25,agrivoltaic,SS,humidity,843,14.886832740213524,4.59,25.83
2024-05-25,agrivoltaic,SS,temperature,843,27.04729537366548,23.84,30.85
2024-05-25,agrivoltaic,TI,humidity,61,75.03770491803279,69.4,96.1
2024-05-25,agrivoltaic,TI,temperature,61,29.01967213114754,22.0,30.6
2024-05-25,ambient,,humidity,273,80.54505494505494,62.7,93.7
2024-05-25,ambient,,temperature,273,26.917216117216118,22.3,30.9
2024-05-25,ground_mounted_pv,PV,irradiance,273,85.46520146520146,0.0,521.0
2024-05-25,ground_mounted_pv,PV,temperature,222,17.583333333333332,11.3,55.7
2024-05-25,open_sun_control,SS,humidity,843,15.11338078291815,3.9,24.41
2024-05-25,open_sun_control,SS,temperature,843,27.45576512455516,23.07,32.08
2024-05-25,open_sun_control,TI,humidity,558,82.0394265232975,68.5,96.1
2024-05-25,open_sun_control,TI,temperature,558,28.598207885304657,21.7,42.3
2024-05-26,agrivoltaic,PV,irradiance,711,249.042194092827,0.0,1075.0
2024-05-26,agrivoltaic,PV,temperature,294,15.856462585034015,9.4,24.1
2024-05-26,agrivoltaic,SS,humidity,690,14.913739130434783,8.12,20.24
2024-05-26,agrivoltaic,SS,temperature,690,28.758913043478262,25.52,33.71
2024-05-26,agrivoltaic,TI,humidity,5,83.96000000000001,82.1,85.9
2024-05-26,agrivoltaic,TI,temperature,6,28.866666666666664,28.6,29.1
2024-05-26,ambient,,humidity,230,70.75347826086956,51.8,94.2
2024-05-26,ambient,,rainfall,199,0.0,0.0,0.0
2024-05-26,ambient,,temperature,230,30.52521739130435,24.8,35.4
2024-05-26,ground_mounted_pv,PV,irradiance,230,243.17391304347825,0.0,1041.0
