date,treatment,station,measurement,observations,mean_value,min_value,max_value
2024-10-25,ground_mounted_pv,PV,temperature,67,22.329850746268654,20.1,24.8
2024-10-25,open_sun_control,SS,humidity,256,19.2431640625,0.0,19.52
2024-10-25,open_sun_control,SS,temperature,256,28.6260546875,10.9,31.86
2024-10-25,open_sun_control,TI,humidity,255,0.0,0.0,0.0
2024-10-26,agrivoltaic,PV,irradiance,708,121.8319209039548,0.0,832.0
2024-10-26,agrivoltaic,PV,temperature,19,20.63684210526316,20.1,21.6
2024-10-26,ambient,,humidity,236,84.77584745762711,62.1,92.3
2024-10-26,ambient,,temperature,236,27.804237288135592,24.7,34.0
2024-10-26,ground_mounted_pv,PV,irradiance,236,110.05932203389831,0.0,761.0
2024-10-26,ground_mounted_pv,PV,temperature,7,20.685714285714287,20.0,21.6
2024-10-26,open_sun_control,SS,humidity,236,19.003347457627118,18.79,19.16
2024-10-26,open_sun_control,SS,temperature,236,28.475042372881354,27.2,31.79
2024-10-26,open_sun_control,TI,humidity,236,0.0,0.0,0.0
2024-10-27,agrivoltaic,PV,irradiance,794,198.17002518891687,0.0,1055.0
2024-10-27,agrivoltaic,PV,temperature,166,22.73975903614458,19.5,28.8
2024-10-27,ambient,,humidity,265,77.26301886792453,48.2,93.6
2024-10-27,ambient,,temperature,265,29.724528301886792,24.8,36.5
2024-10-27,ground_mounted_pv,PV,irradiance,265,177.59245283018868,0.0,1004.0
2024-10-27,ground_mounted_pv,PV,temperature,61,22.70327868852459,20.0,27.5
2024-10-27,open_sun_control,SS,humidity,265,18.653207547169814,18.34,19.0
2024-10-27,open_sun_control,SS,temperature,265,28.930188679245283,26.59,32.08
2024-10-27,open_sun_control,TI,humidity,265,0.0,0.0,0.0
2024-10-28,agrivoltaic,PV,irradiance,522,131.955938697318,0.0,939.0
2024-10-28,agrivoltaic,PV,temperature,93,24.36451612903226,21.8,26.4
2024-10-28,ambient,,humidity,174,75.34080459770115,43.2,92.9
2024-10-28,ambient,,temperature,174,28.631609195402298,24.4,37.8
2024-10-28,ground_mounted_pv,PV,irradiance,174,109.32758620689656,0.0,902.0
2024-10-28,ground_mounted_pv,PV,temperature,31,24.793548387096774,23.0,26.1
2024-10-28,open_sun_control,SS,humidity,174,18.06655172413793,17.66,18.34
2024-10-28,open_sun_control,SS,temperature,174,28.34086206896552,26.39,32.15
2024-10-28,open_sun_control,TI,humidity,174,0.0,0.0,0.0
2024-10-29,agrivoltaic,PV,irradiance,789,231.18250950570342,0.0,856.0
2024-10-29,agrivoltaic,PV,temperature,217,23.014285714285716,20.1,25.3
2024-10-29,ambient,,humidity,263,72.46235741444866,49.3,91.8
2024-10-29,ambient,,temperature,263,30.039923954372625,24.8,37.7
2024-10-29,ground_mounted_pv,PV,irradiance,263,199.56653992395437,0.0,808.0
2024-10-29,ground_mounted_pv,PV,temperature,75,23.086666666666666,19.7,25.2
2024-10-29,open_sun_control,SS,humidity,263,17.61490494296578,17.3,17.82
2024-10-29,open_sun_control,SS,temperature,263,28.889657794676804,26.61,32.06
2024-10-29,open_sun_control,TI,humidity,263,0.0,0.0,0.0
2024-10-30,agrivoltaic,PV,irradiance,693,267.6940836940837,0.0,915.0
2024-10-30,agrivoltaic,PV,temperature,213,23.481220657276996,19.7,26.5
2024-10-30,ambient,,humidity,231,71.16277056277056,42.9,92.8
2024-10-30,ambient,,temperature,231,30.513852813852814,24.3,37.5
2024-10-30,ground_mounted_pv,PV,irradiance,231,226.93939393939394,0.0,882.0
2024-10-30,ground_mounted_pv,PV,temperature,74,23.614864864864863,20.0,26.3
2024-10-30,open_sun_control,SS,humidity,231,17.02675324675325,16.69,17.36
2024-10-30,open_sun_control,SS,temperature,231,29.15203463203463,26.51,32.32
2024-10-30,open_sun_control,TI,humidity,231,0.0,0.0,0.0
2024-10-31,agrivoltaic,PV,irradiance,816,241.57475490196077,0.0,877.0
2024-10-31,agrivoltaic,PV,temperature,209,23.690909090909088,20.0,26.2
2024-10-31,agrivoltaic,TI,humidity,1,11.4,11.4,11.4
2024-10-31,ambient,,humidity,271,74.61549815498155,42.1,93.2
2024-10-31,ambient,,temperature,271,29.543542435424357,24.4,37.9
2024-10-31,ground_mounted_pv,PV,irradiance,271,211.53874538745387,0.0,854.0
2024-10-31,ground_mounted_pv,PV,temperature,70,23.805714285714288,20.0,26.2
2024-10-31,open_sun_control,SS,humidity,272,16.613602941176474,16.34,16.85
2024-10-31,open_sun_control,SS,temperature,272,28.681433823529414,26.34,32.44
2024-10-31,open_sun_control,TI,humidity,272,0.0,0.0,0.0
